"","Crime.Type","Crime.Solved","Victim.Sex","Victim.Age","Victim.Race","Perpetrator.Sex","Perpetrator.Age","Perpetrator.Race","Relationship","Weapon"
"624408","Murder or Manslaughter","Yes","Female",22,"White","Male",22,"White","Girlfriend","Handgun"
"624409","Murder or Manslaughter","Yes","Female",12,"White","Female",45,"White","Daughter","Suffocation"
"624410","Murder or Manslaughter","Yes","Male",32,"White","Male",36,"White","Stranger","Rifle"
"624411","Murder or Manslaughter","Yes","Male",22,"Native American/Alaska Native","Male",25,"Native American/Alaska Native","Acquaintance","Handgun"
"624412","Murder or Manslaughter","Yes","Male",20,"Native American/Alaska Native","Male",30,"Native American/Alaska Native","Friend","Blunt Object"
"624413","Murder or Manslaughter","Yes","Male",29,"White","Male",22,"White","Stranger","Firearm"
"624414","Murder or Manslaughter","Yes","Female",87,"White","Male",63,"White","Mother","Blunt Object"
"624415","Murder or Manslaughter","Yes","Female",0,"Black","Female",17,"Black","Daughter","Blunt Object"
"624416","Murder or Manslaughter","Yes","Female",40,"White","Male",33,"White","Girlfriend","Unknown"
"624417","Manslaughter by Negligence","Yes","Male",55,"White","Male",42,"White","Acquaintance","Blunt Object"
"624418","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624419","Murder or Manslaughter","No","Male",67,"White","Unknown",0,"Unknown","Unknown","Knife"
"624420","Murder or Manslaughter","Yes","Male",42,"White","Male",38,"White","Brother","Handgun"
"624421","Murder or Manslaughter","Yes","Female",29,"White","Male",53,"White","Acquaintance","Handgun"
"624422","Murder or Manslaughter","No","Female",64,"White","Unknown",0,"Unknown","Unknown","Knife"
"624423","Murder or Manslaughter","Yes","Female",51,"White","Male",51,"Black","Acquaintance","Knife"
"624424","Murder or Manslaughter","Yes","Male",46,"Black","Male",18,"Black","Unknown","Handgun"
"624425","Murder or Manslaughter","Yes","Male",29,"White","Male",19,"White","Acquaintance","Handgun"
"624426","Murder or Manslaughter","No","Male",27,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"624427","Murder or Manslaughter","Yes","Male",47,"Black","Male",50,"Black","Brother","Knife"
"624428","Murder or Manslaughter","Yes","Male",30,"White","Male",77,"White","Stranger","Shotgun"
"624429","Murder or Manslaughter","Yes","Female",1,"Black","Male",20,"Black","Family","Blunt Object"
"624430","Murder or Manslaughter","Yes","Male",26,"White","Female",25,"White","Boyfriend","Handgun"
"624431","Murder or Manslaughter","Yes","Female",46,"White","Female",32,"White","Acquaintance","Knife"
"624432","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624433","Murder or Manslaughter","Yes","Male",21,"White","Male",39,"White","Stranger","Handgun"
"624434","Murder or Manslaughter","No","Male",54,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"624435","Murder or Manslaughter","Yes","Male",43,"White","Male",29,"White","Stranger","Handgun"
"624436","Murder or Manslaughter","No","Male",39,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624437","Murder or Manslaughter","Yes","Female",16,"White","Male",15,"White","Unknown","Handgun"
"624438","Murder or Manslaughter","Yes","Female",45,"White","Male",53,"White","Unknown","Blunt Object"
"624439","Murder or Manslaughter","Yes","Male",12,"White","Male",27,"White","Brother","Knife"
"624440","Murder or Manslaughter","Yes","Male",26,"White","Male",46,"White","Stranger","Handgun"
"624441","Murder or Manslaughter","Yes","Male",33,"White","Male",21,"White","Stranger","Handgun"
"624442","Murder or Manslaughter","No","Male",30,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624443","Murder or Manslaughter","Yes","Male",27,"White","Female",23,"White","Stranger","Rifle"
"624444","Murder or Manslaughter","Yes","Male",52,"White","Female",29,"White","Stranger","Handgun"
"624445","Murder or Manslaughter","Yes","Male",26,"Black","Male",52,"White","Stranger","Handgun"
"624446","Murder or Manslaughter","Yes","Male",54,"White","Male",18,"Black","Stranger","Handgun"
"624447","Murder or Manslaughter","Yes","Male",66,"White","Male",23,"White","Unknown","Blunt Object"
"624448","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624449","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624450","Murder or Manslaughter","No","Male",38,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"624451","Murder or Manslaughter","Yes","Male",32,"White","Male",37,"White","Stranger","Handgun"
"624452","Murder or Manslaughter","Yes","Female",33,"Black","Male",32,"Black","Wife","Handgun"
"624453","Murder or Manslaughter","No","Male",35,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"624454","Murder or Manslaughter","Yes","Female",27,"Native American/Alaska Native","Male",0,"Black","Unknown","Handgun"
"624455","Murder or Manslaughter","No","Male",52,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624456","Murder or Manslaughter","Yes","Male",22,"White","Male",19,"White","Unknown","Handgun"
"624457","Murder or Manslaughter","Yes","Male",35,"Black","Male",32,"White","Stranger","Handgun"
"624458","Murder or Manslaughter","Yes","Female",26,"White","Male",27,"White","Acquaintance","Handgun"
"624459","Murder or Manslaughter","Yes","Male",27,"White","Male",21,"White","Unknown","Handgun"
"624460","Murder or Manslaughter","Yes","Male",47,"White","Male",18,"White","Unknown","Handgun"
"624461","Murder or Manslaughter","No","Male",40,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624462","Murder or Manslaughter","No","Female",38,"White","Unknown",0,"Unknown","Unknown","Fire"
"624463","Murder or Manslaughter","No","Male",35,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624464","Murder or Manslaughter","No","Male",29,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"624465","Murder or Manslaughter","Yes","Male",22,"Black","Male",30,"White","Unknown","Handgun"
"624466","Murder or Manslaughter","Yes","Male",50,"White","Male",16,"White","Family","Blunt Object"
"624467","Murder or Manslaughter","Yes","Male",67,"White","Male",35,"White","Stranger","Fire"
"624468","Murder or Manslaughter","Yes","Male",23,"Black","Male",0,"Unknown","Unknown","Firearm"
"624469","Murder or Manslaughter","Yes","Male",51,"Black","Female",46,"Black","Boyfriend","Shotgun"
"624470","Murder or Manslaughter","Yes","Male",33,"White","Male",0,"Unknown","Unknown","Firearm"
"624471","Murder or Manslaughter","Yes","Male",28,"White","Male",54,"White","Stranger","Handgun"
"624472","Murder or Manslaughter","Yes","Female",30,"White","Male",29,"White","Unknown","Blunt Object"
"624473","Murder or Manslaughter","Yes","Female",0,"White","Male",33,"White","Son","Blunt Object"
"624474","Murder or Manslaughter","Yes","Male",31,"Native American/Alaska Native","Male",26,"Native American/Alaska Native","Unknown","Strangulation"
"624475","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"624476","Murder or Manslaughter","Yes","Male",22,"Black","Male",17,"White","Acquaintance","Handgun"
"624477","Murder or Manslaughter","Yes","Male",19,"Black","Male",19,"White","Acquaintance","Knife"
"624478","Murder or Manslaughter","No","Male",47,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"624479","Murder or Manslaughter","Yes","Male",24,"White","Male",19,"White","Stranger","Handgun"
"624480","Murder or Manslaughter","Yes","Male",25,"White","Male",25,"White","Acquaintance","Handgun"
"624481","Murder or Manslaughter","Yes","Male",14,"White","Male",26,"White","Acquaintance","Fire"
"624482","Murder or Manslaughter","No","Male",81,"White","Unknown",0,"Unknown","Unknown","Knife"
"624483","Murder or Manslaughter","No","Male",31,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"624484","Murder or Manslaughter","Yes","Female",22,"White","Male",23,"White","Girlfriend","Knife"
"624485","Murder or Manslaughter","Yes","Male",22,"White","Male",39,"Black","Unknown","Firearm"
"624486","Murder or Manslaughter","No","Male",29,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624487","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624488","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Knife"
"624489","Murder or Manslaughter","Yes","Male",28,"White","Male",26,"White","Brother","Knife"
"624490","Murder or Manslaughter","No","Male",42,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624491","Murder or Manslaughter","No","Male",53,"White","Unknown",0,"Unknown","Unknown","Knife"
"624492","Murder or Manslaughter","Yes","Female",16,"White","Male",27,"White","Stranger","Knife"
"624493","Murder or Manslaughter","Yes","Female",29,"White","Male",44,"White","Girlfriend","Handgun"
"624494","Murder or Manslaughter","Yes","Male",29,"White","Male",44,"White","Acquaintance","Handgun"
"624495","Murder or Manslaughter","No","Male",50,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624496","Murder or Manslaughter","Yes","Male",23,"Native American/Alaska Native","Male",32,"White","Stranger","Handgun"
"624497","Murder or Manslaughter","Yes","Male",34,"White","Male",40,"White","Stranger","Handgun"
"624498","Murder or Manslaughter","No","Male",31,"White","Unknown",0,"Unknown","Unknown","Rifle"
"624499","Murder or Manslaughter","Yes","Female",50,"Black","Male",48,"White","Stranger","Handgun"
"624500","Murder or Manslaughter","No","Male",35,"White","Unknown",0,"Unknown","Unknown","Knife"
"624501","Murder or Manslaughter","Yes","Male",29,"White","Male",66,"White","Stranger","Handgun"
"624502","Murder or Manslaughter","Yes","Male",39,"White","Male",32,"White","Stranger","Handgun"
"624503","Murder or Manslaughter","Yes","Female",48,"White","Male",55,"White","Girlfriend","Shotgun"
"624504","Murder or Manslaughter","No","Male",35,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624505","Murder or Manslaughter","Yes","Male",55,"White","Male",29,"White","Unknown","Handgun"
"624506","Murder or Manslaughter","Yes","Female",49,"White","Male",55,"White","Girlfriend","Strangulation"
"624507","Murder or Manslaughter","Yes","Male",19,"White","Male",54,"White","Stranger","Handgun"
"624508","Murder or Manslaughter","Yes","Male",42,"White","Male",19,"Black","Stranger","Handgun"
"624509","Murder or Manslaughter","No","Male",27,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624510","Murder or Manslaughter","Yes","Male",21,"White","Male",21,"Black","Stranger","Handgun"
"624511","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Shotgun"
"624512","Murder or Manslaughter","No","Female",27,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624513","Murder or Manslaughter","Yes","Male",19,"White","Male",15,"White","Acquaintance","Handgun"
"624514","Murder or Manslaughter","Yes","Male",10,"White","Male",18,"White","Unknown","Blunt Object"
"624515","Murder or Manslaughter","Yes","Male",42,"White","Male",50,"White","Acquaintance","Handgun"
"624516","Murder or Manslaughter","Yes","Male",54,"Black","Male",57,"Black","Friend","Knife"
"624517","Murder or Manslaughter","Yes","Male",17,"White","Male",19,"White","Stranger","Handgun"
"624518","Murder or Manslaughter","Yes","Male",3,"Black","Female",27,"Black","Friend","Unknown"
"624519","Murder or Manslaughter","Yes","Male",0,"White","Male",28,"White","Father","Unknown"
"624520","Murder or Manslaughter","Yes","Female",0,"Black","Male",39,"Black","Family","Blunt Object"
"624521","Murder or Manslaughter","Yes","Male",39,"White","Male",22,"White","Acquaintance","Knife"
"624522","Murder or Manslaughter","Yes","Male",29,"Black","Male",26,"White","Stranger","Handgun"
"624523","Murder or Manslaughter","Yes","Female",23,"White","Male",28,"Black","Stranger","Handgun"
"624524","Murder or Manslaughter","No","Male",30,"Black","Unknown",0,"Unknown","Unknown","Blunt Object"
"624525","Murder or Manslaughter","Yes","Female",37,"White","Male",39,"White","Acquaintance","Rifle"
"624526","Murder or Manslaughter","No","Female",21,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"624527","Murder or Manslaughter","No","Male",26,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624528","Murder or Manslaughter","No","Male",31,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624529","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"624530","Murder or Manslaughter","Yes","Male",61,"White","Male",0,"White","Stranger","Blunt Object"
"624531","Murder or Manslaughter","Yes","Male",23,"White","Male",20,"White","Stranger","Handgun"
"624532","Murder or Manslaughter","Yes","Male",41,"White","Female",30,"White","Wife","Handgun"
"624533","Murder or Manslaughter","Yes","Male",54,"White","Male",19,"White","Family","Handgun"
"624534","Murder or Manslaughter","No","Male",36,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624535","Murder or Manslaughter","No","Male",50,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624536","Murder or Manslaughter","Yes","Male",39,"White","Male",22,"White","Acquaintance","Knife"
"624537","Murder or Manslaughter","Yes","Female",4,"White","Male",33,"White","Family","Suffocation"
"624538","Murder or Manslaughter","Yes","Male",46,"Native American/Alaska Native","Male",45,"Native American/Alaska Native","Friend","Drowning"
"624539","Murder or Manslaughter","Yes","Male",34,"Black","Male",30,"White","Stranger","Handgun"
"624540","Murder or Manslaughter","Yes","Female",25,"White","Male",36,"White","Acquaintance","Strangulation"
"624541","Murder or Manslaughter","No","Female",19,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"624542","Murder or Manslaughter","No","Male",18,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624543","Murder or Manslaughter","No","Male",33,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"624544","Murder or Manslaughter","No","Male",38,"White","Unknown",0,"Unknown","Unknown","Knife"
"624545","Murder or Manslaughter","No","Male",59,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624546","Murder or Manslaughter","Yes","Male",18,"White","Male",30,"White","Stranger","Rifle"
"624547","Murder or Manslaughter","Yes","Male",35,"White","Male",52,"White","Stranger","Handgun"
"624548","Murder or Manslaughter","Yes","Male",34,"Black","Male",36,"Black","Acquaintance","Handgun"
"624549","Murder or Manslaughter","Yes","Male",29,"Black","Male",33,"Black","Acquaintance","Handgun"
"624550","Murder or Manslaughter","No","Male",60,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"624551","Murder or Manslaughter","No","Female",17,"White","Unknown",0,"Unknown","Unknown","Firearm"
"624552","Murder or Manslaughter","Yes","Male",29,"White","Male",23,"Black","Unknown","Knife"
"624553","Murder or Manslaughter","Yes","Male",35,"White","Male",29,"White","Unknown","Handgun"
"624554","Murder or Manslaughter","Yes","Female",50,"White","Male",38,"White","Unknown","Blunt Object"
"624555","Murder or Manslaughter","Yes","Male",26,"White","Male",29,"White","Stranger","Rifle"
"624556","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624557","Murder or Manslaughter","No","Male",41,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624558","Murder or Manslaughter","No","Female",57,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624559","Murder or Manslaughter","Yes","Male",49,"White","Female",50,"White","Husband","Handgun"
"624560","Murder or Manslaughter","Yes","Male",25,"White","Male",32,"White","Stranger","Handgun"
"624561","Murder or Manslaughter","Yes","Female",33,"White","Male",33,"White","Girlfriend","Handgun"
"624562","Murder or Manslaughter","Yes","Male",24,"Black","Male",25,"Unknown","Stranger","Handgun"
"624563","Murder or Manslaughter","Yes","Male",33,"Black","Male",37,"Black","Family","Handgun"
"624564","Murder or Manslaughter","Yes","Male",30,"Black","Male",28,"Black","Acquaintance","Handgun"
"624565","Murder or Manslaughter","Yes","Male",21,"Black","Male",0,"Black","Unknown","Handgun"
"624566","Murder or Manslaughter","No","Male",22,"White","Unknown",0,"Unknown","Unknown","Handgun"
"624567","Murder or Manslaughter","Yes","Female",6,"White","Male",47,"White","Daughter","Handgun"
"624568","Murder or Manslaughter","Yes","Female",9,"White","Male",47,"White","Daughter","Handgun"
